EnsID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_name	Chromosome/scaffold_name	Gene_start_(bp)	Gene_end_(bp)	Strand	Gene_description
WBGene00000012	17.39000880214	0.583416301900179	0.551151067149105	1.05854154454961	0.289808620887073	0.525861356992824	abf-1	I	3886111	3887080	-1	Antibacterial_factor-related_peptide_1__[Source:UniProtKB/Swiss-Prot;Acc:G5EGC4]
WBGene00000013	214.165822287255	1.56581157078758	0.291571844327134	5.37024270776569	7.8630744211565e-08	6.39094922616317e-06	abf-2	I	3885548	3885905	-1	Antibacterial_factor-related_peptide_2__[Source:UniProtKB/Swiss-Prot;Acc:G5EC68]
WBGene00000016	515.686029730117	0.793330995671804	0.206720584695649	3.83769713519247	0.000124193523817422	0.00267149617630917	abf-5	X	12792727	12793386	1	ABF-5;_AntiBacterial_Factor_related__[Source:UniProtKB/TrEMBL;Acc:G5EFQ2]
WBGene00000017	836.807404443615	0.445465543986646	0.16486363772682	2.70202423123033	0.0068918739513715	0.0479971935238248	abf-6	X	12794118	12794870	1	ABF-6;_AntiBacterial_Factor_related__[Source:UniProtKB/TrEMBL;Acc:G5EBS3]
WBGene00000018	590.838361293016	-0.472118054941937	0.168286775541706	-2.80543764310781	0.00502483028810836	0.0384969088021552	abl-1	X	10605832	10624185	-1	Tyrosine-protein_kinase_abl-1__[Source:UniProtKB/Swiss-Prot;Acc:P03949]
WBGene00000019	106.733849058606	-0.404694530305216	0.332397134332533	-1.21750306637829	0.223412870466689	0.451167139299545	abt-1	IV	10206189	10214911	-1	ABC_Transporter_family__[Source:UniProtKB/TrEMBL;Acc:S6EZS3]
WBGene00000020	766.314682140431	0.0563598259555249	0.211321917600699	0.266701280186275	0.789699168165055	0.894102550603249	abt-2	I	2255923	2272866	-1	ABC_Transporter_family__[Source:UniProtKB/TrEMBL;Acc:Q1RS86]
WBGene00000022	754.951716865239	-0.172887169201428	0.174281950830171	-0.991996981775225	0.321198997747319	0.557051231030353	abt-4	V	323774	330725	-1	ABC_Transporter_family__[Source:UniProtKB/TrEMBL;Acc:Q9TXV8]
WBGene00000023	138.809533171371	-0.181111909099447	0.247767266965052	-0.730975932849891	0.464793853485526	0.681561373573608	abt-5	I	12011195	12018668	1	ABC_Transporter_family__[Source:UniProtKB/TrEMBL;Acc:Q9XW49]
WBGene00000024	106.47383741371	-1.0890243584363	0.507323460634505	-2.14660752545184	0.0318245402974068	0.132704518738848	abu-1	V	10380340	10381826	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:Q17400]
WBGene00000029	38.4551585704413	-2.05750193891179	0.651220551346738	-3.1594548646489	0.00158064581405635	0.0169246007025967	abu-6	V	5160671	5161892	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:O16501]
WBGene00000030	49.8572781006293	-1.12238819580334	0.620231166614124	-1.80962882263805	0.0703533671269914	0.221872970423943	abu-7	V	5163396	5164759	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:O16502]
WBGene00000031	268.222224400945	-0.0376551779876504	0.2417757506968	-0.15574422943214	0.876234632485753	0.939959719706549	abu-8	V	5163269	5194608	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:O16511]
WBGene00000032	19.7384157451371	-1.25378718673774	0.604068479084852	-2.07557128065545	0.0379336199196453	0.148577986586883	abu-9	X	8322111	8323418	1	Activated_in_Blocked_Unfolded_protein_response;_Prion-like-(Q/N-rich)-domain-bearing_protein__[Source:UniProtKB/TrEMBL;Acc:G5EGB7]
WBGene00000033	91.7968006695983	-0.114573030134966	0.353073989323571	-0.324501474476972	0.745558406134268	0.868596981274866	abu-10	X	3798179	3799741	1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:Q20002]
WBGene00000034	151.654471646122	0.0850554098707769	0.249471761262133	0.340942034643371	0.733147219529824	0.861626007124502	abu-11	II	192531	194558	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:P91419]
WBGene00000035	219.060671457366	0.019045295539469	0.218005507347961	0.0873615339867103	0.930384143870777	0.968194800605235	ace-1	X	16367229	16373789	1	Acetylcholinesterase_1__[Source:UniProtKB/Swiss-Prot;Acc:P38433]
WBGene00000036	521.963157106248	-0.261020240414838	0.202985990647342	-1.28590273438289	0.198477009298988	0.419939986359202	ace-2	I	3302001	3307587	-1	Carboxylic_ester_hydrolase__[Source:UniProtKB/TrEMBL;Acc:G5EDV9]
WBGene00000037	172.932814237277	0.313005994964496	0.230460414081094	1.35817683142041	0.174407580363315	0.391036553114948	ace-3	II	14205633	14210214	1	Carboxylic_ester_hydrolase__[Source:UniProtKB/TrEMBL;Acc:Q9U295]
WBGene00000038	32.1008653714457	0.0316409350203049	0.410639307269147	0.0770528647896006	0.93858148991273	0.971807927337572	ace-4	II	14198046	14205325	1	Carboxylic_ester_hydrolase__[Source:UniProtKB/TrEMBL;Acc:G5EDN1]
WBGene00000039	260.637178624618	-0.226725655011035	0.196322491070055	-1.15486337696342	0.248146378827247	0.479012686378913	acn-1	X	5092458	5097067	-1	Inactive_angiotensin-converting_enzyme-related_protein__[Source:UniProtKB/Swiss-Prot;Acc:Q18581]
WBGene00000040	6896.58319126597	0.157691983666724	0.144011843269392	1.09499316227584	0.273519632112638	0.507407927707275	aco-1	X	11339874	11343568	1	Probable_cytoplasmic_aconitate_hydratase__[Source:UniProtKB/Swiss-Prot;Acc:Q23500]
WBGene00000041	27877.3135848673	0.198961901872532	0.186130239149038	1.0689391620736	0.285097083961644	0.521170702893628	aco-2	III	7973717	7977355	1	Probable_aconitate_hydratase,_mitochondrial__[Source:UniProtKB/Swiss-Prot;Acc:P34455]
WBGene00000042	28.729647705794	-0.553025860377209	0.440701983033834	-1.25487490791425	0.209524174164104	0.433541363001691	acr-2	X	6702463	6709142	1	Acetylcholine_receptor_subunit_beta-type_acr-2__[Source:UniProtKB/Swiss-Prot;Acc:P48182]
WBGene00000043	13.8174530252926	-0.0611448804453094	0.576830976516307	-0.106001381573829	0.915581256026412	0.960067168906762	acr-3	X	6709538	6712925	1	Acetylcholine_receptor_subunit_beta-type_acr-3__[Source:UniProtKB/Swiss-Prot;Acc:Q93149]
WBGene00000044	29.9453331893088	-0.18228820669885	0.455845375872089	-0.399890437300388	0.689237215889016	0.8352954037683	acr-5	III	6509699	6514768	-1	Acetylcholine_receptor_subunit_alpha-type_acr-5__[Source:UniProtKB/Swiss-Prot;Acc:P54246]
WBGene00000046	20.7412292033165	-0.0217370692918165	0.559397372075311	-0.0388580110971455	0.969003593556599	0.986572524415028	acr-7	II	7845662	7849797	-1	Acetylcholine_receptor_subunit_alpha-type_acr-7__[Source:UniProtKB/Swiss-Prot;Acc:P45963]
WBGene00000047	46.846576096979	0.000203222660647939	0.38145206689563	0.000532760675022226	0.999574918502906	0.999605308122907	acr-8	X	10412725	10416630	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q23355]
WBGene00000048	22.8397708191812	0.533665034031949	0.483585781626473	1.10355815722506	0.269784850529793	0.503260447308508	acr-9	X	13642348	13646898	-1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q18556]
WBGene00000049	9.82275500753279	0.0464234393565076	0.742197900457547	0.062548599676567	0.950125960730987	0.977111931341647	acr-10	X	4022273	4025584	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q21645]
WBGene00000050	40.6615212694937	-0.239896446792433	0.406230791692065	-0.590542252578139	0.554827167228813	0.74831063410837	acr-11	I	6621687	6624894	-1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:P91197]
WBGene00000051	71.7594499858683	0.200705196366325	0.296679452902197	0.67650521262249	0.498719937643552	0.708163478614237	acr-12	X	13532871	13536433	1	AcetylCholine_Receptor;_Nicotinic_acetylcholine_receptor-like_subunit_ACR-12__[Source:UniProtKB/TrEMBL;Acc:G5EDF1]
WBGene00000054	128.311603472887	0.552057941272276	0.256661436503152	2.15091892570116	0.0314825994493319	0.131836180508094	acr-15	V	8552695	8555388	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:O16926]
WBGene00000055	51.3389892649359	-0.149730611993518	0.365835027473147	-0.409284515558062	0.68233087763598	0.831423248928421	acr-16	V	8561216	8564345	1	Acetylcholine_receptor_subunit_alpha-type_acr-16__[Source:UniProtKB/Swiss-Prot;Acc:P48180]
WBGene00000056	53.4828434566182	0.160990392931669	0.341118650486955	0.471948375446054	0.63696363750683	0.802421761229479	acr-17	V	2608656	2615247	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q6F6K3]
WBGene00000057	74.0093389641852	0.274389046962071	0.298508037480312	0.919201537346106	0.357990167183618	0.591386325363046	acr-18	V	15551155	15559147	-1	AcetylCholine_Receptor;_Acetylcholine_receptor,_one_of_nine_alpha_a7-like_nicotinic_acetylcholine_receptor_subunits_(58.6_kD)_(Acr-18)__[Source:UniProtKB/TrEMBL;Acc:G5EG72]
WBGene00000058	32.9006431922918	-0.151422922145831	0.513103263743262	-0.295111983972094	0.767908335320497	0.881101591516292	acr-19	I	9031274	9036695	-1	AcetylCholine_Receptor;_Acetylcholine_receptor_(63.2_kD)_(Acr-19)__[Source:UniProtKB/TrEMBL;Acc:G5EGB5]
WBGene00000059	65.0671945393449	0.649836900794897	0.290740578262559	2.2351090607244	0.0254101896817083	0.114779756044612	acr-20	II	14373831	14377890	-1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q7JKI4]
WBGene00000060	18.1650169821564	-0.304751011830878	0.542693553367124	-0.561552666214773	0.574420837865401	0.761077204528309	acr-21	III	6583461	6585617	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q9N5U8]
WBGene00000061	27.4300046463766	0.343927257909453	0.461243955413192	0.745651523175747	0.455877950127965	0.674793813711427	lgc-11	X	7503823	7506633	-1	Acetylcholine_receptor_(51.1_kD)_(Acr-22);_Ligand-Gated_ion_Channel__[Source:UniProtKB/TrEMBL;Acc:G5EGR1]
WBGene00000062	11.5750889852931	0.459434690494912	0.7115400654213	0.645690541997635	0.518479786997905	0.722422994176778	acr-23	V	3651686	3659499	-1	Betaine_receptor_acr-23__[Source:UniProtKB/Swiss-Prot;Acc:G5EG88]
WBGene00000063	22428.9773970024	-0.251848637846708	0.158981710118149	-1.58413592141853	0.113162791469004	0.299705712056856	act-1	V	11079167	11082497	1	Actin-1__[Source:UniProtKB/Swiss-Prot;Acc:P0DM41]
WBGene00000064	17581.8041379794	-0.186587683227789	0.205251880453183	-0.909066863678983	0.363314832490518	0.595642368624755	act-2	V	11076723	11078168	-1	Actin-2__[Source:UniProtKB/Swiss-Prot;Acc:P10984]
WBGene00000065	25894.6567223202	-0.608525663840233	0.125120882306708	-4.86350201997902	1.15326848121919e-06	6.29928627079587e-05	act-3	V	11071690	11074498	-1	Actin-1__[Source:UniProtKB/Swiss-Prot;Acc:P0DM41]
WBGene00000066	42772.3268075813	-0.186704180384229	0.178184905775926	-1.04781142696238	0.294725496699606	0.531079016460865	act-4	X	4960553	4964416	1	Actin-4__[Source:UniProtKB/Swiss-Prot;Acc:P10986]
WBGene00000067	6878.09845999842	-1.29104155999072	0.719452125916204	-1.7944787616641	0.0727367855317636	0.226386525797422	act-5	III	13604339	13606067	-1	ACTin__[Source:UniProtKB/TrEMBL;Acc:O45815]
WBGene00000068	368.297564765768	0.100912105398471	0.213336440723878	0.473018604116871	0.636199906301411	0.801901496451743	acy-1	III	4722126	4730919	1	Adenylyl_CYclase__[Source:UniProtKB/TrEMBL;Acc:Q19523]
WBGene00000069	68.6408549015115	0.226643406416866	0.305953941560685	0.740776226842341	0.458829131811925	0.677345394845313	acy-2	V	5976029	5981513	1	Adenylyl_CYclase__[Source:UniProtKB/TrEMBL;Acc:O16880]
WBGene00000070	385.381385617419	0.1315388942959	0.218043306385389	0.603269581976557	0.546329365004141	0.742165788772284	acy-3	III	3774896	3786640	-1	Adenylyl_CYclase__[Source:UniProtKB/TrEMBL;Acc:G5EE33]
WBGene00000071	343.906713052812	-0.0203264669215383	0.178602715637667	-0.113808274689254	0.90938977896319	0.957302770672031	acy-4	V	5624727	5630892	-1	Adenylyl_CYclase__[Source:UniProtKB/TrEMBL;Acc:Q966F9]
WBGene00000072	243.15034587307	-0.264457825968959	0.205366904613994	-1.28773341773852	0.197838776597312	0.419310260980451	add-1	X	4854069	4860036	-1	Adducin-related_protein_1__[Source:UniProtKB/Swiss-Prot;Acc:Q9U9K0]
WBGene00000073	819.664371359451	0.0539411399213523	0.212069527100654	0.254355921186878	0.799220601092897	0.899172337426413	add-2	V	12009537	12013605	-1	Adducin-related_protein_2__[Source:UniProtKB/Swiss-Prot;Acc:Q20952]
WBGene00000074	429.892590336252	-0.0787015216328309	0.184441214084516	-0.426702470071401	0.669596051221538	0.822980474425774	adm-2	X	13687973	13695771	1	ADAM_(Disintegrin_plus_metalloprotease)_family__[Source:UniProtKB/TrEMBL;Acc:G5EDW5]
WBGene00000075	335.419024650969	-0.29543347061227	0.188753760300239	-1.56517925864016	0.117540883432838	0.306630967352361	adm-4	X	7795046	7798287	-1	ADAM_(Disintegrin_plus_metalloprotease)_family__[Source:UniProtKB/TrEMBL;Acc:Q94316]
WBGene00000079	1479.35312837863	-0.163579116585749	0.169894064263805	-0.962830086469351	0.335632799487222	0.57119958373365	adr-1	I	7773180	7777652	1	Adenosine_Deaminase_acting_on_RNA;_Truncated_ADR-1F__[Source:UniProtKB/TrEMBL;Acc:G5EG30]
WBGene00000080	2304.54663059898	-0.162773341777525	0.181673802043384	-0.895964855398658	0.370271533747866	0.602317984004724	adr-2	III	7230964	7232882	-1	Probable_double-stranded_RNA-specific_adenosine_deaminase__[Source:UniProtKB/Swiss-Prot;Acc:Q22618]
WBGene00000081	6601.59465857523	0.409216686941	0.155754448619691	2.62731941570538	0.00860605076819528	0.055739067783973	ads-1	III	295651	298556	-1	Alkyldihydroxyacetonephosphate_synthase__[Source:UniProtKB/Swiss-Prot;Acc:O45218]
WBGene00000082	32.52144249147	-0.524157375471569	0.456873165953916	-1.1472710908227	0.251269598105201	0.482375004164789	adt-1	X	12678832	12689279	1	ADAMTS_family;_ADT-1__[Source:UniProtKB/TrEMBL;Acc:G5ECS8]
WBGene00000083	1490.71350596371	-0.230136193113746	0.186390883324911	-1.23469661717617	0.2169434353561	0.443248147509131	adt-2	X	7585587	7595414	1	ADAMTS_family;_ADAMTS-like_protease__[Source:UniProtKB/TrEMBL;Acc:Q19204]
WBGene00000084	144.525738384385	-0.189155207282612	0.355632485246162	-0.531883939544169	0.594806381400544	0.774068170827561	aex-1	I	7602307	7608245	1	C2_domain-containing_protein_aex-1__[Source:UniProtKB/Swiss-Prot;Acc:G5EEU3]
WBGene00000085	45.1044930345192	-0.005443174908817	0.368639664712953	-0.0147655703654554	0.988219207454303	0.994557929574812	aex-2	X	9650999	9653116	-1	G-protein_coupled_receptor_aex-2__[Source:UniProtKB/Swiss-Prot;Acc:G5ECD9]
WBGene00000086	444.581840253617	0.0420271093431966	0.255225893772865	0.164666322534649	0.869206625795607	0.937322133460653	aex-3	X	751211	759732	-1	MAP_kinase-activating_death_domain_protein__[Source:UniProtKB/Swiss-Prot;Acc:O02626]
WBGene00000088	524.337942739763	-0.0361450705845656	0.1727613964988	-0.209219601815483	0.834276810991348	0.91875741005528	aex-5	I	14850054	14855827	-1	Endoprotease_aex-5__[Source:UniProtKB/Swiss-Prot;Acc:P91863]
WBGene00000089	335.742929757092	0.498778272476968	0.177946433217009	2.8029686432023	0.00506345920768271	0.0386804778805509	aex-6	I	13543079	13545188	-1	Rab27__[Source:UniProtKB/TrEMBL;Acc:G5EBS5]
WBGene00000090	2020.80297077098	-0.327546982695295	0.170476057981502	-1.92136647558354	0.0546855218896327	0.189419073348858	age-1	II	11519323	11527062	-1	Phosphatidylinositol_3-kinase_age-1__[Source:UniProtKB/Swiss-Prot;Acc:Q94125]
WBGene00000092	757.764842148318	0.398918910990459	0.163943562212644	2.43326975214214	0.0149631486610235	0.0801439863356829	ags-3	X	5289728	5303512	-1	Activator_of_G_protein_Signalling__[Source:UniProtKB/TrEMBL;Acc:Q19955]
WBGene00000093	796.052475408149	-0.178738803885061	0.208278254673568	-0.858173140375104	0.39079686512586	0.620437057132915	agt-1	IV	13368368	13369417	-1	AlkylGuanine_DNA_alkylTransferase__[Source:UniProtKB/TrEMBL;Acc:Q2HQK2]
WBGene00000094	543.71100656238	-0.502011858219606	0.304701050659741	-1.64755538956182	0.0994439411224124	0.275694953978763	agt-2	II	5371980	5373433	-1	AlkylGuanine_DNA_alkylTransferase__[Source:UniProtKB/TrEMBL;Acc:Q19263]
WBGene00000095	589.167002237053	0.075184903063866	0.17141732245095	0.438607382199542	0.660946047045211	0.818228822742451	aha-1	I	10193925	10197000	-1	Aryl_hydrocarbon_receptor_nuclear_translocator_homolog__[Source:UniProtKB/Swiss-Prot;Acc:O02219]
WBGene00000096	21.589125388712	-0.390861413004382	0.515652092702911	-0.757994427901166	0.448454318493076	0.669444746010423	ahr-1	I	9522578	9531130	1	Aryl_hydrocarbon_receptor_protein_1__[Source:UniProtKB/Swiss-Prot;Acc:O44712]
WBGene00000097	1107.12294036098	0.0517754011939721	0.169343768362114	0.305741402206539	0.759801547382157	0.876375366774225	aip-1	V	14012333	14013644	1	Arsenite_Inducible_Protein__[Source:UniProtKB/TrEMBL;Acc:Q9XUW8]
WBGene00000098	3605.70729566998	-0.254666829216634	0.165598621463544	-1.53785597347317	0.124083834106643	0.316872136754862	air-1	V	8221410	8223587	1	Aurora/Ipl1_Related_kinase;_Aurora/Ipl1-related_protein_kinase_1__[Source:UniProtKB/TrEMBL;Acc:G5EDL3]
WBGene00000099	1896.8592683206	-0.403172022212397	0.209628675644514	-1.92326751563366	0.0544464619897633	0.18894486102275	air-2	I	5937477	5938885	1	Aurora/IPL1-related_protein_kinase_2__[Source:UniProtKB/Swiss-Prot;Acc:O01427]
WBGene00000100	2550.03274192284	-0.102981254676842	0.166034559031829	-0.620239878235833	0.535099870547242	0.73470644545625	ajm-1	X	9078945	9113613	1	Apical_Junction_Molecule__[Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]
WBGene00000101	4205.83730242722	-0.479016390903264	0.195720150773655	-2.44745566059385	0.0143868825707367	0.077875507391974	aka-1	II	7472729	7478959	-1	A_Kinase_Anchor_protein;_A_kinase_anchor_protein__[Source:UniProtKB/TrEMBL;Acc:Q18930]
WBGene00000102	4574.06408197869	-0.251248708816361	0.146959359502012	-1.70964754927992	0.0873310672670035	0.253932848935524	akt-1	V	10248907	10252895	1	Serine/threonine-protein_kinase_akt-1__[Source:UniProtKB/Swiss-Prot;Acc:Q17941]
WBGene00000103	970.041791202683	-0.0399217111954765	0.161627466478673	-0.246998310777483	0.804909531385297	0.902500380883236	akt-2	X	14147700	14152070	1	Serine/threonine-protein_kinase_akt-2__[Source:UniProtKB/Swiss-Prot;Acc:Q9XTG7]
WBGene00000105	568.523320599261	-0.470178613011421	0.200266800955447	-2.34776114047989	0.0188866286544878	0.09346369974843	alg-1	X	13949114	13956261	1	Argonaute-like__[Source:UniProtKB/TrEMBL;Acc:Q3LTR7]
WBGene00000106	906.608601210774	-0.811296937974811	0.221212172094549	-3.66750586232683	0.000244927936838317	0.00438459362545909	alg-2	II	873176	879001	1	
WBGene00000107	37921.2474842621	0.321035468686157	0.211424695015279	1.51843884018826	0.12890380654207	0.324418386522925	alh-1	III	5077765	5080665	1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q8IG19]
WBGene00000108	33.5785509215129	1.25649155733291	0.468903411673658	2.67963833499977	0.00737017428855588	0.0500645937656448	alh-2	V	1644169	1647728	1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q9TXM0]
WBGene00000109	3571.30871058173	0.138163535611685	0.203327006199625	0.679513942560278	0.496812276437981	0.706440130796397	alh-3	IV	11022603	11025870	1	10-formyltetrahydrofolate_dehydrogenase__[Source:UniProtKB/TrEMBL;Acc:G5ECV9]
WBGene00000110	4451.81119546259	0.0306110607651731	0.136723045862913	0.223891009536649	0.822842111518931	0.912406648150001	alh-4	V	6427212	6429927	-1	Aldehyde_dehydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q8MXJ7]
WBGene00000111	454.730639576224	0.265965714456624	0.174589652189128	1.52337616303005	0.127664622148157	0.322364249425544	alh-5	V	1996100	1999581	-1	Aldehyde_dehydrogenase__[Source:UniProtKB/TrEMBL;Acc:O44555]
WBGene00000112	2446.9290659501	0.256086176988953	0.165039568889622	1.55166532918068	0.120742322639769	0.311670988955947	alh-6	II	1306240	1310133	-1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q6A593]
WBGene00000113	1590.76383764219	0.284579917100293	0.16135501392385	1.76368809484035	0.0777845065920438	0.236235878959905	alh-7	II	13485792	13491786	-1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:O02266]
WBGene00000114	35872.2811421609	0.448938561149749	0.188875390863413	2.37690341286654	0.0174586590014477	0.0888138520849234	alh-8	II	11728949	11731226	1	Probable_methylmalonate-semialdehyde_dehydrogenase_[acylating],_mitochondrial__[Source:UniProtKB/Swiss-Prot;Acc:P52713]
WBGene00000115	2342.38723530179	-0.394409917115399	0.145933699945632	-2.70266509560395	0.00687860146413036	0.0479297520486332	alh-9	III	5856018	5859186	1	Putative_aldehyde_dehydrogenase_family_7_member_A1_homolog__[Source:UniProtKB/Swiss-Prot;Acc:P46562]
WBGene00000116	264.713711115215	0.0595609350803628	0.181413106176413	0.328316604768586	0.742672290601956	0.867415133701299	alh-10	X	7140504	7143641	-1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q18822]
WBGene00000117	3235.56412799495	0.265477566586922	0.200038367106976	1.32713324161935	0.184464610874877	0.403412357535055	alh-11	III	774321	778871	-1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q20352]
WBGene00000118	1328.31895392294	-0.101871567062588	0.154982140936979	-0.65731165182453	0.510980545918655	0.716669053475069	alh-12	III	7454012	7455980	1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q7Z1Q3]
WBGene00000120	867.066856158487	0.10396510902931	0.210723493966632	0.493372177312954	0.621749637637385	0.792993401398527	aly-1	IV	9108931	9109753	1	Ref/ALY_RNA_export_adaptor_family__[Source:UniProtKB/TrEMBL;Acc:Q17561]
WBGene00000121	5738.39036426516	-0.0792552942433882	0.238602812200002	-0.332164124607864	0.739765331677201	0.86548580269569	aly-2	IV	9147468	9148579	1	Ref/ALY_RNA_export_adaptor_family__[Source:UniProtKB/TrEMBL;Acc:O62183]
WBGene00000122	5049.49557076477	-0.217767727271169	0.208866170866617	-1.04261846888665	0.29712503201298	0.533212492973282	aly-3	IV	12123155	12124807	1	Ref/ALY_RNA_export_adaptor_family__[Source:UniProtKB/TrEMBL;Acc:Q21559]
WBGene00000123	5631.97701200867	-0.291616504570101	0.146750213875132	-1.98716238204759	0.0469044050710581	0.17160155153966	ama-1	IV	4248020	4258173	1	DNA-directed_RNA_polymerase_II_subunit_RPB1__[Source:UniProtKB/Swiss-Prot;Acc:P16356]
WBGene00000133	118.703498290507	0.828496317748784	0.311605161863302	2.65880164755498	0.00784191160193868	0.0524313368842808	amt-1	X	4571448	4573914	1	Putative_ammonium_transporter_1__[Source:UniProtKB/Swiss-Prot;Acc:P54145]
WBGene00000134	23.014875179131	0.644361104191841	0.49548961393944	1.30045330126858	0.193445651744325	0.413999436579136	amt-2	IV	13042391	13046858	1	Putative_ammonium_transporter_2__[Source:UniProtKB/Swiss-Prot;Acc:Q20605]
WBGene00000135	102.104396163354	0.0107406599023855	0.279715248889906	0.0383985497573389	0.969369917256855	0.986718831679512	amt-3	II	8363196	8369159	-1	Putative_ammonium_transporter_3__[Source:UniProtKB/Swiss-Prot;Acc:Q21565]
WBGene00000136	824.119932744674	-0.125166246579729	0.168452630350882	-0.743035275370954	0.457460323933092	0.676197933335661	amt-4	X	4565302	4569393	1	Ammonium_transporter__[Source:UniProtKB/TrEMBL;Acc:Q17663]
WBGene00000137	422.197401083136	-0.374373643547737	0.200046162546425	-1.87143626642103	0.0612846360624987	0.203358763330755	amx-1	III	3822403	3826261	1	Amine_oxidase_family_member_1__[Source:UniProtKB/Swiss-Prot;Acc:Q21988]
WBGene00000138	333.913447671961	0.0778093719242912	0.206531665646576	0.376743061073459	0.706364558612621	0.844616513931578	amx-2	I	12759545	12764960	-1	AMine_oXidase_family__[Source:UniProtKB/TrEMBL;Acc:Q9XXU5]
WBGene00000139	128.453096537526	-0.554105861596016	0.364276463031624	-1.52111354377544	0.128231346262724	0.32325770824223	amx-3	V	20898840	20903441	-1	AMine_oXidase_family__[Source:UniProtKB/TrEMBL;Acc:E0AHD3]
