"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WBGene00000034",151.654471646122,0.0850554098707769,0.249471761262133,0.340942034643371,0.733147219529824,0.861626007124502
"WBGene00000035",219.060671457366,0.019045295539469,0.218005507347961,0.0873615339867103,0.930384143870777,0.968194800605235
"WBGene00000036",521.963157106248,-0.261020240414838,0.202985990647342,-1.28590273438289,0.198477009298988,0.419939986359202
"WBGene00000037",172.932814237277,0.313005994964496,0.230460414081094,1.35817683142041,0.174407580363315,0.391036553114948
"WBGene00000038",32.1008653714457,0.0316409350203049,0.410639307269147,0.0770528647896006,0.93858148991273,0.971807927337572
"WBGene00000039",260.637178624618,-0.226725655011035,0.196322491070055,-1.15486337696342,0.248146378827247,0.479012686378913
"WBGene00000040",6896.58319126597,0.157691983666724,0.144011843269392,1.09499316227584,0.273519632112638,0.507407927707275
"WBGene00000041",27877.3135848673,0.198961901872532,0.186130239149038,1.0689391620736,0.285097083961644,0.521170702893628
"WBGene00000042",28.729647705794,-0.553025860377209,0.440701983033834,-1.25487490791425,0.209524174164104,0.433541363001691
"WBGene00000043",13.8174530252926,-0.0611448804453094,0.576830976516307,-0.106001381573829,0.915581256026412,0.960067168906762
"WBGene00000044",29.9453331893088,-0.18228820669885,0.455845375872089,-0.399890437300388,0.689237215889016,0.8352954037683
"WBGene00000045",6.08105421783274,0.536702538601773,0.901618685974456,0.595265545125335,0.551665983175301,NA
"WBGene00000046",20.7412292033165,-0.0217370692918165,0.559397372075311,-0.0388580110971455,0.969003593556599,0.986572524415028
"WBGene00000047",46.846576096979,0.000203222660647939,0.38145206689563,0.000532760675022226,0.999574918502906,0.999605308122907
"WBGene00000048",22.8397708191812,0.533665034031949,0.483585781626473,1.10355815722506,0.269784850529793,0.503260447308508
"WBGene00000049",9.82275500753279,0.0464234393565076,0.742197900457547,0.062548599676567,0.950125960730987,0.977111931341647
"WBGene00000050",40.6615212694937,-0.239896446792433,0.406230791692065,-0.590542252578139,0.554827167228813,0.74831063410837
"WBGene00000051",71.7594499858683,0.200705196366325,0.296679452902197,0.67650521262249,0.498719937643552,0.708163478614237
"WBGene00000053",5.98767776429052,-0.53571046908925,0.874148602123814,-0.612836842371765,0.539984227427829,NA
"WBGene00000054",128.311603472887,0.552057941272276,0.256661436503152,2.15091892570116,0.0314825994493319,0.131836180508094
"WBGene00000055",51.3389892649359,-0.149730611993518,0.365835027473147,-0.409284515558062,0.68233087763598,0.831423248928421
"WBGene00000056",53.4828434566182,0.160990392931669,0.341118650486955,0.471948375446054,0.63696363750683,0.802421761229479
"WBGene00000057",74.0093389641852,0.274389046962071,0.298508037480312,0.919201537346106,0.357990167183618,0.591386325363046
"WBGene00000058",32.9006431922918,-0.151422922145831,0.513103263743262,-0.295111983972094,0.767908335320497,0.881101591516292
"WBGene00000059",65.0671945393449,0.649836900794897,0.290740578262559,2.2351090607244,0.0254101896817083,0.114779756044612
"WBGene00000060",18.1650169821564,-0.304751011830878,0.542693553367124,-0.561552666214773,0.574420837865401,0.761077204528309
"WBGene00000061",27.4300046463766,0.343927257909453,0.461243955413192,0.745651523175747,0.455877950127965,0.674793813711427
"WBGene00000062",11.5750889852931,0.459434690494912,0.7115400654213,0.645690541997635,0.518479786997905,0.722422994176778
"WBGene00000063",22428.9773970024,-0.251848637846708,0.158981710118149,-1.58413592141853,0.113162791469004,0.299705712056856
"WBGene00000064",17581.8041379794,-0.186587683227789,0.205251880453183,-0.909066863678983,0.363314832490518,0.595642368624755
"WBGene00000065",25894.6567223202,-0.608525663840233,0.125120882306708,-4.86350201997902,1.15326848121919e-06,6.29928627079587e-05
"WBGene00000066",42772.3268075813,-0.186704180384229,0.178184905775926,-1.04781142696238,0.294725496699606,0.531079016460865
"WBGene00000067",6878.09845999842,-1.29104155999072,0.719452125916204,-1.7944787616641,0.0727367855317636,0.226386525797422
"WBGene00000068",368.297564765768,0.100912105398471,0.213336440723878,0.473018604116871,0.636199906301411,0.801901496451743
"WBGene00000069",68.6408549015115,0.226643406416866,0.305953941560685,0.740776226842341,0.458829131811925,0.677345394845313
"WBGene00000070",385.381385617419,0.1315388942959,0.218043306385389,0.603269581976557,0.546329365004141,0.742165788772284
"WBGene00000071",343.906713052812,-0.0203264669215383,0.178602715637667,-0.113808274689254,0.90938977896319,0.957302770672031
"WBGene00000072",243.15034587307,-0.264457825968959,0.205366904613994,-1.28773341773852,0.197838776597312,0.419310260980451
"WBGene00000073",819.664371359451,0.0539411399213523,0.212069527100654,0.254355921186878,0.799220601092897,0.899172337426413
"WBGene00000074",429.892590336252,-0.0787015216328309,0.184441214084516,-0.426702470071401,0.669596051221538,0.822980474425774
"WBGene00000075",335.419024650969,-0.29543347061227,0.188753760300239,-1.56517925864016,0.117540883432838,0.306630967352361
"WBGene00000079",1479.35312837863,-0.163579116585749,0.169894064263805,-0.962830086469351,0.335632799487222,0.57119958373365
"WBGene00000080",2304.54663059898,-0.162773341777525,0.181673802043384,-0.895964855398658,0.370271533747866,0.602317984004724
"WBGene00000081",6601.59465857523,0.409216686941,0.155754448619691,2.62731941570538,0.00860605076819528,0.055739067783973
"WBGene00000082",32.52144249147,-0.524157375471569,0.456873165953916,-1.1472710908227,0.251269598105201,0.482375004164789
"WBGene00000083",1490.71350596371,-0.230136193113746,0.186390883324911,-1.23469661717617,0.2169434353561,0.443248147509131
"WBGene00000084",144.525738384385,-0.189155207282612,0.355632485246162,-0.531883939544169,0.594806381400544,0.774068170827561
"WBGene00000085",45.1044930345192,-0.005443174908817,0.368639664712953,-0.0147655703654554,0.988219207454303,0.994557929574812
"WBGene00000086",444.581840253617,0.0420271093431966,0.255225893772865,0.164666322534649,0.869206625795607,0.937322133460653
"WBGene00000088",524.337942739763,-0.0361450705845656,0.1727613964988,-0.209219601815483,0.834276810991348,0.91875741005528
"WBGene00000089",335.742929757092,0.498778272476968,0.177946433217009,2.8029686432023,0.00506345920768271,0.0386804778805509
"WBGene00000090",2020.80297077098,-0.327546982695295,0.170476057981502,-1.92136647558354,0.0546855218896327,0.189419073348858
"WBGene00000092",757.764842148318,0.398918910990459,0.163943562212644,2.43326975214214,0.0149631486610235,0.0801439863356829
"WBGene00000093",796.052475408149,-0.178738803885061,0.208278254673568,-0.858173140375104,0.39079686512586,0.620437057132915
"WBGene00000094",543.71100656238,-0.502011858219606,0.304701050659741,-1.64755538956182,0.0994439411224124,0.275694953978763
"WBGene00000095",589.167002237053,0.075184903063866,0.17141732245095,0.438607382199542,0.660946047045211,0.818228822742451
"WBGene00000096",21.589125388712,-0.390861413004382,0.515652092702911,-0.757994427901166,0.448454318493076,0.669444746010423
"WBGene00000097",1107.12294036098,0.0517754011939721,0.169343768362114,0.305741402206539,0.759801547382157,0.876375366774225
"WBGene00000098",3605.70729566998,-0.254666829216634,0.165598621463544,-1.53785597347317,0.124083834106643,0.316872136754862
"WBGene00000099",1896.8592683206,-0.403172022212397,0.209628675644514,-1.92326751563366,0.0544464619897633,0.18894486102275
"WBGene00000100",2550.03274192284,-0.102981254676842,0.166034559031829,-0.620239878235833,0.535099870547242,0.73470644545625
"WBGene00000101",4205.83730242722,-0.479016390903264,0.195720150773655,-2.44745566059385,0.0143868825707367,0.077875507391974
"WBGene00000102",4574.06408197869,-0.251248708816361,0.146959359502012,-1.70964754927992,0.0873310672670035,0.253932848935524
"WBGene00000103",970.041791202683,-0.0399217111954765,0.161627466478673,-0.246998310777483,0.804909531385297,0.902500380883236
"WBGene00000105",568.523320599261,-0.470178613011421,0.200266800955447,-2.34776114047989,0.0188866286544878,0.09346369974843
"WBGene00000106",906.608601210774,-0.811296937974811,0.221212172094549,-3.66750586232683,0.000244927936838317,0.00438459362545909
"WBGene00000107",37921.2474842621,0.321035468686157,0.211424695015279,1.51843884018826,0.12890380654207,0.324418386522925
"WBGene00000108",33.5785509215129,1.25649155733291,0.468903411673658,2.67963833499977,0.00737017428855588,0.0500645937656448
"WBGene00000109",3571.30871058173,0.138163535611685,0.203327006199625,0.679513942560278,0.496812276437981,0.706440130796397
"WBGene00000110",4451.81119546259,0.0306110607651731,0.136723045862913,0.223891009536649,0.822842111518931,0.912406648150001
"WBGene00000111",454.730639576224,0.265965714456624,0.174589652189128,1.52337616303005,0.127664622148157,0.322364249425544
"WBGene00000112",2446.9290659501,0.256086176988953,0.165039568889622,1.55166532918068,0.120742322639769,0.311670988955947
"WBGene00000113",1590.76383764219,0.284579917100293,0.16135501392385,1.76368809484035,0.0777845065920438,0.236235878959905
"WBGene00000114",35872.2811421609,0.448938561149749,0.188875390863413,2.37690341286654,0.0174586590014477,0.0888138520849234
"WBGene00000115",2342.38723530179,-0.394409917115399,0.145933699945632,-2.70266509560395,0.00687860146413036,0.0479297520486332
"WBGene00000116",264.713711115215,0.0595609350803628,0.181413106176413,0.328316604768586,0.742672290601956,0.867415133701299
"WBGene00000117",3235.56412799495,0.265477566586922,0.200038367106976,1.32713324161935,0.184464610874877,0.403412357535055
"WBGene00000118",1328.31895392294,-0.101871567062588,0.154982140936979,-0.65731165182453,0.510980545918655,0.716669053475069
"WBGene00000120",867.066856158487,0.10396510902931,0.210723493966632,0.493372177312954,0.621749637637385,0.792993401398527
"WBGene00000121",5738.39036426516,-0.0792552942433882,0.238602812200002,-0.332164124607864,0.739765331677201,0.86548580269569
"WBGene00000122",5049.49557076477,-0.217767727271169,0.208866170866617,-1.04261846888665,0.29712503201298,0.533212492973282
"WBGene00000123",5631.97701200867,-0.291616504570101,0.146750213875132,-1.98716238204759,0.0469044050710581,0.17160155153966
"WBGene00000133",118.703498290507,0.828496317748784,0.311605161863302,2.65880164755498,0.00784191160193868,0.0524313368842808
"WBGene00000134",23.014875179131,0.644361104191841,0.49548961393944,1.30045330126858,0.193445651744325,0.413999436579136
"WBGene00000135",102.104396163354,0.0107406599023855,0.279715248889906,0.0383985497573389,0.969369917256855,0.986718831679512
"WBGene00000136",824.119932744674,-0.125166246579729,0.168452630350882,-0.743035275370954,0.457460323933092,0.676197933335661
"WBGene00000137",422.197401083136,-0.374373643547737,0.200046162546425,-1.87143626642103,0.0612846360624987,0.203358763330755
"WBGene00000138",333.913447671961,0.0778093719242912,0.206531665646576,0.376743061073459,0.706364558612621,0.844616513931578
"WBGene00000139",128.453096537526,-0.554105861596016,0.364276463031624,-1.52111354377544,0.128231346262724,0.32325770824223
"WBGene00000140",13637.4056924253,-0.503668635179969,0.160452232190174,-3.13905657967415,0.00169492718260403,0.0178106465071536
"WBGene00000142",2513.30301639619,-0.26301387832115,0.14852502476231,-1.77083881145322,0.0765875098656028,0.233868824249019
"WBGene00000143",1617.23438003364,-0.147931543178188,0.185134203626641,-0.799050312045637,0.424261239313178,0.650050173683581
"WBGene00000144",1089.00501477497,0.140997624080483,0.192313894447996,0.733163999851351,0.463458409455524,0.680268103302208
"WBGene00000145",888.980496932212,-0.483889892667639,0.215878915078036,-2.24148751392753,0.0249945134218504,0.113285809346727
"WBGene00000146",4270.59652713695,-0.272363865736867,0.156512236335894,-1.7402081275763,0.0818224790076511,0.243761532769629
"WBGene00000147",911.152705944914,-0.55318011930953,0.149373004738094,-3.70334733695329,0.000212773244571604,0.00397342241087976
"WBGene00000148",824.077191659103,-0.367083815287585,0.173909616289387,-2.11077353351614,0.0347917820437834,0.14043068848139
"WBGene00000149",7020.61926244804,0.132053909975134,0.171213087484558,0.771283970841565,0.440538631235618,0.663753642836861
"WBGene00000150",1379.43137073913,0.212598559616026,0.238650826971046,0.890835210228787,0.373017582623055,0.604840262644313
"WBGene00000151",1898.90857323684,0.153571953478076,0.218257670956727,0.703626831556008,0.481665197284099,0.695029286568814
"WBGene00000155",4831.65375712025,-0.338360391202287,0.155020435311503,-2.18268249939032,0.0290591995897937,0.12515162277585
"WBGene00000156",3237.17279179186,-0.342305348079553,0.183995502760197,-1.86040062362657,0.0628288665298695,0.206386120678168
"WBGene00000157",531.171610598588,0.143580455194268,0.20929155249691,0.686030819119601,0.492693674186143,0.703270563831166
"WBGene00000158",2299.97505180468,-0.141665895476695,0.148538590259219,-0.953731250777793,0.340219697149362,0.575021230666216
"WBGene00000159",1429.27978948017,0.0600398758681675,0.157568950965139,0.381038748436237,0.703174496426976,0.843122889935447
"WBGene00000160",2720.50734347184,-0.104541082353862,0.139557931459342,-0.749087359354552,0.453804553357172,0.673343971066955
"WBGene00000161",821.435697570018,0.138323447091943,0.165809089672625,0.834233197739942,0.404149587256397,0.632787669898437
"WBGene00000162",2990.83328324294,-0.127564671982702,0.183731564294394,-0.694299166681586,0.487494613485019,0.699184492730623
"WBGene00000163",3489.8195240286,-0.0919085685433831,0.161844053138349,-0.567883507371239,0.570114071485645,0.759183558025492
"WBGene00000164",335.644902315182,-0.0136229460666312,0.181038699091214,-0.0752488066640793,0.940016752297631,0.972453763755601
"WBGene00000165",1993.21430776448,-0.627950064275886,0.158416618668629,-3.9639153363664,7.37304105227876e-05,0.00178514597580438
"WBGene00000166",46.3779463983194,0.139014353718402,0.40205797896468,0.34575698280226,0.729525356178709,0.85987065843895
"WBGene00000168",2255.64391520895,-0.628226336513765,0.16973684907927,-3.70117826459929,0.000214600638892507,0.00400287718512317
"WBGene00000169",13251.7526640204,0.147495710778902,0.267425284623602,0.551539885192607,0.581263632801532,0.765374163129516
"WBGene00000170",3165.09713468966,0.0480590876753925,0.224013548027193,0.214536522896189,0.830128688760847,0.916675604424798
"WBGene00000171",12.6720357423602,-0.0933770872177476,0.63199107472049,-0.147750642299886,0.882539563424071,0.943813108789765
"WBGene00000172",121.017400981796,-0.615515731272773,0.268685936444303,-2.29083717375868,0.0219728327497122,0.103366612382832
"WBGene00000173",8.54040089112321,0.351961934417495,0.743998059989942,0.47306834969738,0.636164416505805,NA
"WBGene00000174",49.6986788008833,0.241046296092618,0.426233433047874,0.565526487138667,0.571715713594878,0.759412916931231
"WBGene00000175",4040.87236705179,-0.0362630991428257,0.137460470073338,-0.263807472238953,0.791928276475185,0.894994713417758
"WBGene00000176",1185.49693891254,0.682801995021779,0.1667085176898,4.09578349375219,4.20743004959657e-05,0.00112790134863892
"WBGene00000177",119.763690308244,-0.541545018401006,0.34396058841484,-1.57443915565078,0.115385957545158,0.303007602516509
"WBGene00000178",1278.21380788714,-0.25127306017971,0.241774331068389,-1.03928758305047,0.298671007926765,0.534854376222272
"WBGene00000179",779.905796226318,0.0197701028810819,0.168473662172683,0.117348329858336,0.906584027872363,0.955911691109626
"WBGene00000180",550.284924246404,0.0201628095331376,0.162163280606155,0.124336467896866,0.901048874112337,0.953224892999328
"WBGene00000181",4990.79790653609,0.0882963403039834,0.144558519565271,0.610799976158553,0.541332009204957,0.7387081066332
"WBGene00000182",5140.81514441792,-0.274648483371851,0.155426820258398,-1.76705978360264,0.077218216718309,0.235307672492263
"WBGene00000183",8754.89695656276,0.0751709582034177,0.135791890626024,0.553574722738352,0.579869929115347,0.764308873790316
"WBGene00000184",1325.50284632002,-0.169705629267015,0.200706780279731,-0.845540091024785,0.397809358461501,0.626024771919755
"WBGene00000186",1616.89262840397,-0.254254117572107,0.174651067287711,-1.45578336004819,0.145452517131392,0.349627828803063
"WBGene00000187",1238.51057077189,-0.24613018838392,0.144022567836466,-1.70896958776207,0.0874565830260713,0.254052205996571
"WBGene00000188",103.622557284141,0.785253506193928,0.272966494813387,2.87673953072799,0.00401807110608069,0.0327753363821179
"WBGene00000189",685.974221611912,-0.328647332681077,0.165640871841331,-1.98409564636855,0.0472451783849676,0.172235042112306
"WBGene00000190",39.8222863576836,0.672373472467637,0.412921656602947,1.62833181964629,0.103454545946144,0.282975063740247
"WBGene00000191",21.8217796034447,0.122660043442518,0.584210948021575,0.209958481363461,0.833700077797727,0.918527884143937
"WBGene00000192",2380.02188757063,-0.417268897266355,0.173489126635967,-2.40515878635963,0.0161654401544407,0.0843533434077825
"WBGene00000193",18.7659522716676,-0.0188000510000089,0.512148910299502,-0.0367081733885068,0.970717691615264,0.987375488535063
"WBGene00000195",568.108784790089,0.139776537773873,0.157399006875519,0.888039515296412,0.374519495997206,0.605980969584163
"WBGene00000196",670.954285099314,-0.236801554495278,0.240062610989125,-0.986415808440927,0.323929110753863,0.559193856771696
"WBGene00000197",5429.39712425314,0.348081281485256,0.14796859843132,2.35239966570894,0.0186527212083668,0.0928323571356682
"WBGene00000198",3997.52613681116,0.00176813108633053,0.218552311761832,0.00809019621928026,0.993545027757208,0.996408683098858
"WBGene00000199",2698.15727332684,0.169695672064652,0.130567073720217,1.29968197363664,0.193709991164791,0.414401109290379
"WBGene00000200",3347.75136387667,0.159763554102206,0.133358119063244,1.19800395524805,0.230915477191385,0.459177965377465
"WBGene00000201",2597.71183794458,-0.0930007949241931,0.146227445008139,-0.636000956722019,0.52477579845266,0.727366003825531
"WBGene00000202",2004.59782988373,-0.223328081247537,0.154270104193353,-1.44764329041763,0.147716837485937,0.353266626886572
"WBGene00000203",1654.08049063,-0.0214978748536774,0.214628783022613,-0.100163056189031,0.920214875362665,0.962556788581967
"WBGene00000204",1352.25079109858,-0.0264389105170753,0.174893086728485,-0.151171844534489,0.879840159826552,0.942211803363132
"WBGene00000205",1301.83017902383,-0.054565201066056,0.213814980783602,-0.255198213268698,0.798570010999317,0.898788157832179
"WBGene00000206",5047.96851208837,0.0759969330174074,0.189622683513888,0.400779756984302,0.688582283966589,0.835056342973919
"WBGene00000207",19527.2479942011,0.296188365216232,0.170356833809025,1.73863506730976,0.0820989741700124,0.244328404573597
"WBGene00000208",2313.40710936822,0.350763840077582,0.168277446414475,2.08443762103232,0.0371203787631466,0.146607371593022
"WBGene00000209",5735.13203465762,0.025999673007814,0.22106604620105,0.117610431156707,0.906376339446067,0.955828079631975
"WBGene00000210",5812.1570661866,0.0268385765476576,0.150232789948264,0.178646596105285,0.858215204580524,0.93071626848198
"WBGene00000211",229.799066887493,0.271016667419143,0.274712876419441,0.986545192025674,0.323865650215094,0.559193856771696
"WBGene00000212",2418.8039085606,-0.0241753564922231,0.152197431966518,-0.158842078869907,0.873793295509782,0.938788124418538
"WBGene00000213",348.860324890184,-1.39193715774547,0.312935893783368,-4.44799457459822,8.66757185366739e-06,0.00033425498782191
"WBGene00000214",150680.862295857,0.283012504332475,0.186588655415735,1.51677230162734,0.129324182521552,0.324965334758191
"WBGene00000215",24225.189727436,-0.0807728335333261,0.266997101110961,-0.302523260354643,0.762253204441405,0.877493666465634
"WBGene00000216",108890.972302133,0.553560660672307,0.199586279824497,2.77354065198806,0.00554499119426158,0.0412953950740329
"WBGene00000217",7538.52536779122,0.125349492074224,0.188356122795903,0.665491995766173,0.505735861411077,0.713182862675186
"WBGene00000218",44920.6053131561,0.306050940702209,0.212458646133594,1.44052005541711,0.14972032011195,0.356141868291235
"WBGene00000219",167700.297605617,0.383844577728448,0.244276166464517,1.57135500889811,0.116100210326059,0.303873893158222
"WBGene00000220",207.209315723399,0.0147779513746605,0.218618002896242,0.0675971382909129,0.946106333503563,0.974643273559775
"WBGene00000221",2494.22347817306,0.291314715554808,0.175328358920999,1.66153791290586,0.0966054610924267,0.270529098744216
"WBGene00000222",457.260575779625,0.0680855078090004,0.225357255766212,0.30212254572195,0.762558646044129,0.877556546037056
"WBGene00000223",4122.38978067618,-0.446527059458832,0.176714335305685,-2.52682986180164,0.0115097245925486,0.0675473532743481
"WBGene00000224",1479.19410485222,0.376652175126514,0.15365235727582,2.45132702032283,0.0142330578348662,0.0773729135832875
"WBGene00000225",771.822443007185,-0.336379279602573,0.157599494637405,-2.13439313607251,0.0328106129857332,0.135126363927862
"WBGene00000226",1862.85617455415,-0.0853057982702321,0.194916589527635,-0.437652836410509,0.661637963510964,0.818873557190432
"WBGene00000227",1759.7295561018,-0.267297269356099,0.141066759993733,-1.8948281605672,0.0581151711149237,0.196716412547216
"WBGene00000228",2436.97730541657,-0.467068787861383,0.168679268095525,-2.76897566093822,0.00562328358324523,0.0416643659566003
"WBGene00000229",71695.9284137635,0.0474396044727539,0.145058414750149,0.327037935403228,0.743639193087157,0.86800391263707
"WBGene00000230",27677.6019950121,0.319688763904131,0.139961903157509,2.28411272419154,0.0223649069675529,0.104596134163857
"WBGene00000231",2934.20806458279,-0.864940271543805,0.148292701605836,-5.83265570171367,5.4552059025224e-09,6.3264576278238e-07
"WBGene00000232",143.884045373651,0.134528870230789,0.300431143405634,0.447786034116814,0.654307623553407,0.81433150248797
"WBGene00000233",315.429336211773,0.172459207299319,0.24664221954518,0.699228248988927,0.484409399184132,0.697354324416915
"WBGene00000235",3006.20844036286,-0.14926532414075,0.185420256647196,-0.805010880902626,0.420813400848438,0.647629355435945
"WBGene00000236",1385.31339863782,-0.0562899195584013,0.227921381745075,-0.246970771796041,0.804930844241611,0.902500380883236
"WBGene00000237",904.246199208622,0.141829306318397,0.182129417515212,0.778728160740704,0.436139863801679,0.660545318470907
"WBGene00000238",339.978702279474,-0.336261218731398,0.216419687595461,-1.55374597601281,0.120245021587647,0.310938976488723
"WBGene00000239",360.794630249352,-0.136986706348644,0.189242834465186,-0.723867335509839,0.469147185287866,0.68555803080232
"WBGene00000240",1531.6222152019,0.0723459999549859,0.207938576558451,0.347920050008853,0.72790022714966,0.859057711498091
"WBGene00000241",33.3021177705323,0.656420103702939,0.43728830718577,1.50111515198616,0.13332578044988,0.33091591040941
"WBGene00000242",30.8770075649713,0.448008039659811,0.474545053511664,0.944079042325956,0.34512925809073,0.57970703678464
"WBGene00000244",65.4030807342008,0.544136419962992,0.317935294264748,1.71146906234916,0.0869945576102755,0.253486331188085
"WBGene00000245",1166.50621073548,0.855586425248148,0.303833348110423,2.81597273824333,0.0048629793011155,0.0376704359801803
"WBGene00000246",107.704008907907,-0.18192107397295,0.255263933810499,-0.712678329669571,0.476044829025228,0.691156803385626
"WBGene00000247",1525.28538852475,0.182398241016655,0.143085669032385,1.27474849333354,0.202398276672579,0.424810756703995
"WBGene00000248",1277.66170044628,-0.00597087205077876,0.150755335690693,-0.0396063729580311,0.968406946541616,0.986456118484233
"WBGene00000249",1159.01732961692,-0.429096868471218,0.17687304575693,-2.42601616676467,0.0152655902309623,0.0810854650037575
"WBGene00000250",1443.18306261986,-0.509938049412015,0.188360340715523,-2.70724743581858,0.00678436708397825,0.0475380958020963
"WBGene00000251",122.434289554573,-0.0297568303873736,0.361605142989772,-0.0822909490206428,0.934415351645524,0.969732079285333
"WBGene00000252",204.242260851461,-0.395516566021756,0.420396424929401,-0.940818100649113,0.346798083371914,0.581087628939363
"WBGene00000253",487.781157804379,-0.28205197890511,0.184586368820402,-1.52802170987794,0.126507147837907,0.320554210575976
"WBGene00000254",5434.85362999435,-0.130964122864989,0.136041585030894,-0.962677131667114,0.335709576390697,0.57119958373365
"WBGene00000255",26.128626739355,-0.119800227753661,0.561218740648145,-0.213464410713201,0.830964745504718,0.917029360574921
"WBGene00000256",1363.46982067485,-0.548911304598335,0.651610903606414,-0.842391220834894,0.399569005482904,0.627608436917106
"WBGene00000257",3030.54776848209,-0.223499207384576,0.187656124379506,-1.19100406727245,0.233651988181651,0.462163690379328
"WBGene00000259",938.844707302258,-0.266402335483859,0.166806459925572,-1.59707445144946,0.110249112381991,0.294565597003027
"WBGene00000262",291.380225674618,0.0987103340925374,0.183800870987872,0.537050415278233,0.591232790120735,0.772044707094626
"WBGene00000263",6474.41049576329,0.23551253702447,0.161750041662657,1.45602767457489,0.145384969388395,0.349618370908697
"WBGene00000264",1003.54981014327,-0.369437505843935,0.197658845430836,-1.86906639588365,0.0616135775278606,0.204014248983192
"WBGene00000265",868.561764607632,-0.252671225919114,0.191878065263966,-1.31683225787958,0.187894857486073,0.407033822403368
"WBGene00000266",1012.92090934607,0.110552129868995,0.150392588431809,0.735090279526122,0.462284513891036,0.679313319283091
"WBGene00000267",104.614390930205,0.330442893039835,0.277533510968702,1.19064141799114,0.233794384685562,0.462388202237733
"WBGene00000268",1579.67992174759,-0.377768893185686,0.185296815824084,-2.03872306982506,0.0414776739621233,0.157974463134179
"WBGene00000269",804.203042428424,0.0606783876100854,0.18932416381845,0.320499963587702,0.748589357962149,0.870564323258836
"WBGene00000270",393.934643084622,-0.806747951566538,0.215722725643946,-3.73974484680899,0.000184207142143994,0.00356475344966442
"WBGene00000271",1773.22575178415,-0.369613147153445,0.216436449974104,-1.70772135283899,0.0876880581518735,0.254255769606328
"WBGene00000272",28.600263325299,-0.186408983446357,0.52928458596169,-0.352190463109102,0.724695428685677,0.857208103524432
