EnsID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_name	Chromosome/scaffold_name	Gene_start_(bp)	Gene_end_(bp)	Strand	Gene_description
WBGene00000012	11.9585259801985	0.718982133477055	0.855079207979243	0.840836880101648	0.400439323152071	0.877050016017841	abf-1	I	3886111	3887080	-1	Antibacterial_factor-related_peptide_1__[Source:UniProtKB/Swiss-Prot;Acc:G5EGC4]
WBGene00000013	991.869681452634	1.711429322783	0.527643587064717	3.24353287851689	0.00118057184418341	0.0736904019853862	abf-2	I	3885548	3885905	-1	Antibacterial_factor-related_peptide_2__[Source:UniProtKB/Swiss-Prot;Acc:G5EC68]
WBGene00000016	1491.73719109413	0.544652233017766	0.336112321365687	1.62044708984408	0.105136271352867	0.61395784829049	abf-5	X	12792727	12793386	1	ABF-5;_AntiBacterial_Factor_related__[Source:UniProtKB/TrEMBL;Acc:G5EFQ2]
WBGene00000017	1602.32824738782	0.157234559912941	0.301841745250534	0.520917210382658	0.602424445709899	0.939407954439306	abf-6	X	12794118	12794870	1	ABF-6;_AntiBacterial_Factor_related__[Source:UniProtKB/TrEMBL;Acc:G5EBS3]
WBGene00000018	257.187003749673	-0.196052610168764	0.248608406057177	-0.788600085081894	0.43034578120463	0.888961947911145	abl-1	X	10605832	10624185	-1	Tyrosine-protein_kinase_abl-1__[Source:UniProtKB/Swiss-Prot;Acc:P03949]
WBGene00000019	49.5413033028573	-0.432833007784247	0.440131052520184	-0.98341847344297	0.32540152192385	0.838091248856123	abt-1	IV	10206189	10214911	-1	ABC_Transporter_family__[Source:UniProtKB/TrEMBL;Acc:S6EZS3]
WBGene00000020	864.818420391068	0.436392076425491	0.263931465800814	1.65342951853581	0.0982434794077353	0.59881213139783	abt-2	I	2255923	2272866	-1	ABC_Transporter_family__[Source:UniProtKB/TrEMBL;Acc:Q1RS86]
WBGene00000022	1262.24555439925	0.149847797271105	0.31767780843406	0.471697403132296	0.637142790984421	0.94759223822811	abt-4	V	323774	330725	-1	ABC_Transporter_family__[Source:UniProtKB/TrEMBL;Acc:Q9TXV8]
WBGene00000023	59.4539757620154	-1.12021377780124	0.362124849086252	-3.09344630899501	0.00197846349062547	0.1035642963796	abt-5	I	12011195	12018668	1	ABC_Transporter_family__[Source:UniProtKB/TrEMBL;Acc:Q9XW49]
WBGene00000024	94.1125985722724	-0.869896366470406	0.618342145150489	-1.4068204363762	0.159480641025589	0.693453551117299	abu-1	V	10380340	10381826	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:Q17400]
WBGene00000027	5.33693037497762	-0.442878065996362	0.980111059132172	-0.451865185960154	0.651366105949782	0.950546732771343	abu-4	V	2274842	2275977	1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:Q86S74]
WBGene00000029	45.84145121941	-1.87159950408551	0.798369326090966	-2.34427782095459	0.0190639650071906	0.314512134778029	abu-6	V	5160671	5161892	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:O16501]
WBGene00000030	57.2376189139785	-0.648212269960819	0.790386272012625	-0.820120861044591	0.412147211001797	0.882662732517523	abu-7	V	5163396	5164759	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:O16502]
WBGene00000031	441.573564136592	0.484466668357519	0.328356205394524	1.47543021998145	0.140096915726864	0.668959089711555	abu-8	V	5163269	5194608	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:O16511]
WBGene00000032	9.16857657404493	-1.33086779514271	1.3012332892727	-1.02277416825586	0.306414634276624	0.82876244966637	abu-9	X	8322111	8323418	1	Activated_in_Blocked_Unfolded_protein_response;_Prion-like-(Q/N-rich)-domain-bearing_protein__[Source:UniProtKB/TrEMBL;Acc:G5EGB7]
WBGene00000033	206.290842155452	0.232532684535802	0.415181096953889	0.560075317113072	0.575428065613036	0.933624461852074	abu-10	X	3798179	3799741	1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:Q20002]
WBGene00000034	256.895807596295	0.263568531323373	0.36348763594095	0.725110031985216	0.468384530441634	0.898705246919463	abu-11	II	192531	194558	-1	Activated_in_Blocked_Unfolded_protein_response__[Source:UniProtKB/TrEMBL;Acc:P91419]
WBGene00000035	145.669707233326	0.254031219722422	0.625737910448976	0.405970639592782	0.684764173438197	0.95939368734793	ace-1	X	16367229	16373789	1	Acetylcholinesterase_1__[Source:UniProtKB/Swiss-Prot;Acc:P38433]
WBGene00000036	837.230478765504	-0.0795932164717833	0.426866777960735	-0.186459149742275	0.85208471082676	0.984378754572954	ace-2	I	3302001	3307587	-1	Carboxylic_ester_hydrolase__[Source:UniProtKB/TrEMBL;Acc:G5EDV9]
WBGene00000037	275.252459468938	0.337403775942295	0.396810373007902	0.850289707359984	0.395164037542721	0.875550082694071	ace-3	II	14205633	14210214	1	Carboxylic_ester_hydrolase__[Source:UniProtKB/TrEMBL;Acc:Q9U295]
WBGene00000038	52.0981280818166	0.762092921550982	0.399924708931429	1.90559098883198	0.0567032921666582	0.496126492733709	ace-4	II	14198046	14205325	1	Carboxylic_ester_hydrolase__[Source:UniProtKB/TrEMBL;Acc:G5EDN1]
WBGene00000039	511.25115517146	-0.116357349812231	0.269118899369543	-0.432364096630961	0.665476808395532	0.954894725721484	acn-1	X	5092458	5097067	-1	Inactive_angiotensin-converting_enzyme-related_protein__[Source:UniProtKB/Swiss-Prot;Acc:Q18581]
WBGene00000040	10659.8493677131	0.36395480816075	0.249751705340254	1.45726655866037	0.145042814121683	0.676040770556089	aco-1	X	11339874	11343568	1	Probable_cytoplasmic_aconitate_hydratase__[Source:UniProtKB/Swiss-Prot;Acc:Q23500]
WBGene00000041	33671.214750233	-0.0768510345737779	0.333131308642564	-0.230692920719247	0.81755337364921	0.980608343704031	aco-2	III	7973717	7977355	1	Probable_aconitate_hydratase,_mitochondrial__[Source:UniProtKB/Swiss-Prot;Acc:P34455]
WBGene00000042	35.7741528094049	0.105487209072594	0.505222922394898	0.208793394750491	0.834609527924599	0.984238244665488	acr-2	X	6702463	6709142	1	Acetylcholine_receptor_subunit_beta-type_acr-2__[Source:UniProtKB/Swiss-Prot;Acc:P48182]
WBGene00000043	9.60879154653499	-0.0015511084776498	0.726818906238606	-0.0021341058471869	0.998297231185928	0.999676963030068	acr-3	X	6709538	6712925	1	Acetylcholine_receptor_subunit_beta-type_acr-3__[Source:UniProtKB/Swiss-Prot;Acc:Q93149]
WBGene00000044	24.9876101756662	-0.669537397247587	0.522737013365289	-1.28083028392656	0.200253284464608	0.744301342135287	acr-5	III	6509699	6514768	-1	Acetylcholine_receptor_subunit_alpha-type_acr-5__[Source:UniProtKB/Swiss-Prot;Acc:P54246]
WBGene00000046	9.58211013851539	0.722164750628347	0.775869075797164	0.930781717116849	0.351966488910222	0.852878469657304	acr-7	II	7845662	7849797	-1	Acetylcholine_receptor_subunit_alpha-type_acr-7__[Source:UniProtKB/Swiss-Prot;Acc:P45963]
WBGene00000047	47.9821820435915	0.442092623494338	0.488340632613338	0.905295594856596	0.365308809523845	0.855471327183389	acr-8	X	10412725	10416630	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q23355]
WBGene00000048	21.1984249632871	-0.022944876594954	0.555019493740836	-0.0413406679471838	0.96702431243344	0.995498336368413	acr-9	X	13642348	13646898	-1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q18556]
WBGene00000049	7.29294340040204	-0.621462368918879	0.814060673425893	-0.763410381075794	0.445218690776895	0.894772327868059	acr-10	X	4022273	4025584	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q21645]
WBGene00000050	28.0163510174177	0.604769001872212	0.554252844824138	1.09114280155676	0.275210051739985	0.811253512352494	acr-11	I	6621687	6624894	-1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:P91197]
WBGene00000051	95.6525675989837	0.277425289778157	0.36588445762034	0.758231960937864	0.448312130858692	0.89531605917262	acr-12	X	13532871	13536433	1	AcetylCholine_Receptor;_Nicotinic_acetylcholine_receptor-like_subunit_ACR-12__[Source:UniProtKB/TrEMBL;Acc:G5EDF1]
WBGene00000053	4.9712871866454	0.0335804707305307	1.07394866919079	0.03126822695896	0.975055629225587	0.996786665051197	acr-14	II	8174845	8177195	-1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q22224]
WBGene00000054	118.132395110466	0.326251286715926	0.3099883302967	1.05246312467202	0.292587120313892	0.818097632754318	acr-15	V	8552695	8555388	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:O16926]
WBGene00000055	84.8027137017933	0.222761891508847	0.311811560200377	0.714411907517781	0.474972511024637	0.900389052825311	acr-16	V	8561216	8564345	1	Acetylcholine_receptor_subunit_alpha-type_acr-16__[Source:UniProtKB/Swiss-Prot;Acc:P48180]
WBGene00000056	83.2529876652568	0.716330487323863	0.332843528879716	2.15215386561634	0.0313852378336716	0.386758113982912	acr-17	V	2608656	2615247	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q6F6K3]
WBGene00000057	94.9796790626241	0.195674268499913	0.318060008806569	0.615211793630157	0.538414860222955	0.924359527821279	acr-18	V	15551155	15559147	-1	AcetylCholine_Receptor;_Acetylcholine_receptor,_one_of_nine_alpha_a7-like_nicotinic_acetylcholine_receptor_subunits_(58.6_kD)_(Acr-18)__[Source:UniProtKB/TrEMBL;Acc:G5EG72]
WBGene00000058	19.3312299243604	0.401709122671203	0.702281593154234	0.572005768892452	0.56731806638196	0.932559454544089	acr-19	I	9031274	9036695	-1	AcetylCholine_Receptor;_Acetylcholine_receptor_(63.2_kD)_(Acr-19)__[Source:UniProtKB/TrEMBL;Acc:G5EGB5]
WBGene00000059	93.5285608544901	0.63128999950575	0.359782250844964	1.75464464415112	0.079320110059874	0.555638441622657	acr-20	II	14373831	14377890	-1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q7JKI4]
WBGene00000060	11.8461117259011	0.260074835329682	0.809545331426073	0.321260373241288	0.748013083588488	0.968766821048433	acr-21	III	6583461	6585617	1	AcetylCholine_Receptor__[Source:UniProtKB/TrEMBL;Acc:Q9N5U8]
WBGene00000061	28.3164291347787	0.66023188415067	0.49361589939777	1.33754177074964	0.181045857036923	0.720577845761896	lgc-11	X	7503823	7506633	-1	Acetylcholine_receptor_(51.1_kD)_(Acr-22);_Ligand-Gated_ion_Channel__[Source:UniProtKB/TrEMBL;Acc:G5EGR1]
WBGene00000062	24.7413622603908	0.278871088544083	0.522047950567147	0.534186731776497	0.593212347966117	0.937870915289637	acr-23	V	3651686	3659499	-1	Betaine_receptor_acr-23__[Source:UniProtKB/Swiss-Prot;Acc:G5EG88]
WBGene00000063	51729.0224613687	-0.459250475968037	0.248694547925848	-1.84664472863704	0.0647986471044149	0.520567282620342	act-1	V	11079167	11082497	1	Actin-1__[Source:UniProtKB/Swiss-Prot;Acc:P0DM41]
WBGene00000064	28256.6437253334	-0.0931314100282803	0.357740179244798	-0.260332541412832	0.794607273304979	0.976340831516718	act-2	V	11076723	11078168	-1	Actin-2__[Source:UniProtKB/Swiss-Prot;Acc:P10984]
WBGene00000065	58372.6585932836	-0.56818520533741	0.226174725319956	-2.51215163203419	0.0119997516208191	0.264740832874128	act-3	V	11071690	11074498	-1	Actin-1__[Source:UniProtKB/Swiss-Prot;Acc:P0DM41]
WBGene00000066	69390.3490835632	-0.252279926758192	0.199362828044218	-1.26543111989882	0.205716825460832	0.75244470754542	act-4	X	4960553	4964416	1	Actin-4__[Source:UniProtKB/Swiss-Prot;Acc:P10986]
WBGene00000067	23343.2975710281	-1.23132837415343	0.617275462471338	-1.99477939593395	0.0460669455197289	0.452058345986146	act-5	III	13604339	13606067	-1	ACTin__[Source:UniProtKB/TrEMBL;Acc:O45815]
WBGene00000068	298.188802276114	0.352872952391493	0.334591838771313	1.05463705775763	0.291591348569044	0.817935994669495	acy-1	III	4722126	4730919	1	Adenylyl_CYclase__[Source:UniProtKB/TrEMBL;Acc:Q19523]
WBGene00000069	57.0255740029614	-0.122706794648658	0.418581560195393	-0.293149068944602	0.769408211780468	0.973005923144162	acy-2	V	5976029	5981513	1	Adenylyl_CYclase__[Source:UniProtKB/TrEMBL;Acc:O16880]
WBGene00000070	273.343813939927	0.220177396149876	0.283347036203475	0.777059111328642	0.43712389625354	0.892077461265097	acy-3	III	3774896	3786640	-1	Adenylyl_CYclase__[Source:UniProtKB/TrEMBL;Acc:G5EE33]
WBGene00000071	159.152415441278	-0.467961436133854	0.630385223824237	-0.742342013181975	0.457880142944809	0.898333096339569	acy-4	V	5624727	5630892	-1	Adenylyl_CYclase__[Source:UniProtKB/TrEMBL;Acc:Q966F9]
WBGene00000072	166.794202697486	-0.565502303298627	0.281960495168775	-2.00560827842259	0.0448980579691994	0.446577305256808	add-1	X	4854069	4860036	-1	Adducin-related_protein_1__[Source:UniProtKB/Swiss-Prot;Acc:Q9U9K0]
WBGene00000073	1029.81597476662	0.240497360629197	0.24648891488014	0.975692398768294	0.329216920174652	0.840002482092707	add-2	V	12009537	12013605	-1	Adducin-related_protein_2__[Source:UniProtKB/Swiss-Prot;Acc:Q20952]
WBGene00000074	238.170728369088	-0.0503703529514659	0.588840440493667	-0.0855415991966122	0.931830825271939	0.990912423759703	adm-2	X	13687973	13695771	1	ADAM_(Disintegrin_plus_metalloprotease)_family__[Source:UniProtKB/TrEMBL;Acc:G5EDW5]
WBGene00000075	452.879070116682	-0.332753858503411	0.255270031741453	-1.30353671456599	0.192391590432284	0.736448589972696	adm-4	X	7795046	7798287	-1	ADAM_(Disintegrin_plus_metalloprotease)_family__[Source:UniProtKB/TrEMBL;Acc:Q94316]
WBGene00000079	1060.26163992633	0.133841515890006	0.314122104893454	0.426081176093621	0.670048696154135	0.955769162631044	adr-1	I	7773180	7777652	1	Adenosine_Deaminase_acting_on_RNA;_Truncated_ADR-1F__[Source:UniProtKB/TrEMBL;Acc:G5EG30]
WBGene00000080	1185.66434570704	-0.0811796088996502	0.237703660255457	-0.341516023827348	0.732715143934148	0.966921841268132	adr-2	III	7230964	7232882	-1	Probable_double-stranded_RNA-specific_adenosine_deaminase__[Source:UniProtKB/Swiss-Prot;Acc:Q22618]
WBGene00000081	18072.7152405095	0.676300227748635	0.364808713518197	1.85384888761683	0.0637607820636083	0.517725009120868	ads-1	III	295651	298556	-1	Alkyldihydroxyacetonephosphate_synthase__[Source:UniProtKB/Swiss-Prot;Acc:O45218]
WBGene00000082	42.0538446947513	0.0413961554019383	0.441831617430253	0.093692152776896	0.925353704033774	0.990788827745962	adt-1	X	12678832	12689279	1	ADAMTS_family;_ADT-1__[Source:UniProtKB/TrEMBL;Acc:G5ECS8]
WBGene00000083	1272.97441247726	-0.227518892531598	0.240369258086854	-0.946539063865596	0.343873707588686	0.849540833538966	adt-2	X	7585587	7595414	1	ADAMTS_family;_ADAMTS-like_protease__[Source:UniProtKB/TrEMBL;Acc:Q19204]
WBGene00000084	69.941309760916	0.32963362552087	0.361782834302684	0.911136721442909	0.362223340158148	0.854786679073684	aex-1	I	7602307	7608245	1	C2_domain-containing_protein_aex-1__[Source:UniProtKB/Swiss-Prot;Acc:G5EEU3]
WBGene00000085	92.682581596881	0.394621847542298	0.329842858101423	1.19639348814082	0.231543041311464	0.779668436334196	aex-2	X	9650999	9653116	-1	G-protein_coupled_receptor_aex-2__[Source:UniProtKB/Swiss-Prot;Acc:G5ECD9]
WBGene00000086	318.03647006704	0.294387147349575	0.410734597356457	0.716733260953156	0.47353869868444	0.900389052825311	aex-3	X	751211	759732	-1	MAP_kinase-activating_death_domain_protein__[Source:UniProtKB/Swiss-Prot;Acc:O02626]
WBGene00000088	434.457343257539	-0.314732726654921	0.311655734916732	-1.00987304706269	0.312556117372965	0.83215861010276	aex-5	I	14850054	14855827	-1	Endoprotease_aex-5__[Source:UniProtKB/Swiss-Prot;Acc:P91863]
WBGene00000089	764.70108492176	0.425273838185193	0.217062018389917	1.95922732746941	0.0500861701322094	0.466307121620426	aex-6	I	13543079	13545188	-1	Rab27__[Source:UniProtKB/TrEMBL;Acc:G5EBS5]
WBGene00000090	521.092307592718	-0.105424310903732	0.275796170217286	-0.382254441099284	0.702272644072824	0.96231788694846	age-1	II	11519323	11527062	-1	Phosphatidylinositol_3-kinase_age-1__[Source:UniProtKB/Swiss-Prot;Acc:Q94125]
WBGene00000092	1169.91204998605	0.253005769535474	0.365694326785755	0.69185040894468	0.48903127626121	0.90668205593637	ags-3	X	5289728	5303512	-1	Activator_of_G_protein_Signalling__[Source:UniProtKB/TrEMBL;Acc:Q19955]
WBGene00000093	1342.40744542596	-0.0733410623570401	0.321858378292021	-0.22786749484737	0.819749253325037	0.981571930953701	agt-1	IV	13368368	13369417	-1	AlkylGuanine_DNA_alkylTransferase__[Source:UniProtKB/TrEMBL;Acc:Q2HQK2]
WBGene00000094	120.880134139842	-0.062404992696073	0.393716742516803	-0.158502257986679	0.874061041538966	0.984869392490443	agt-2	II	5371980	5373433	-1	AlkylGuanine_DNA_alkylTransferase__[Source:UniProtKB/TrEMBL;Acc:Q19263]
WBGene00000095	531.20948260569	-0.164601556667647	0.275381054873454	-0.597722878007298	0.550024857521736	0.926799440258153	aha-1	I	10193925	10197000	-1	Aryl_hydrocarbon_receptor_nuclear_translocator_homolog__[Source:UniProtKB/Swiss-Prot;Acc:O02219]
WBGene00000096	11.20544872946	0.434052935789827	0.672310459776335	0.645613837295091	0.518529473747488	0.918274200749695	ahr-1	I	9522578	9531130	1	Aryl_hydrocarbon_receptor_protein_1__[Source:UniProtKB/Swiss-Prot;Acc:O44712]
WBGene00000097	1341.17356994025	0.150352430617753	0.30907224484647	0.486463709131952	0.626638429803709	0.945478519725191	aip-1	V	14012333	14013644	1	Arsenite_Inducible_Protein__[Source:UniProtKB/TrEMBL;Acc:Q9XUW8]
WBGene00000098	2168.10594526633	-0.12535732031121	0.230921783291472	-0.542856193661827	0.587228819349657	0.935280724404867	air-1	V	8221410	8223587	1	Aurora/Ipl1_Related_kinase;_Aurora/Ipl1-related_protein_kinase_1__[Source:UniProtKB/TrEMBL;Acc:G5EDL3]
WBGene00000099	1127.16103412723	-0.369400347793929	0.265556712236914	-1.391041275825	0.164212910644561	0.699850612141672	air-2	I	5937477	5938885	1	Aurora/IPL1-related_protein_kinase_2__[Source:UniProtKB/Swiss-Prot;Acc:O01427]
WBGene00000100	2350.504817651	0.327038877639449	0.313669715812473	1.04262178065979	0.297123497575237	0.821593737331663	ajm-1	X	9078945	9113613	1	Apical_Junction_Molecule__[Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]
WBGene00000101	830.110029924417	0.0537501934415875	0.256631952641796	0.209444665359389	0.834101127952825	0.984238244665488	aka-1	II	7472729	7478959	-1	A_Kinase_Anchor_protein;_A_kinase_anchor_protein__[Source:UniProtKB/TrEMBL;Acc:Q18930]
WBGene00000102	2296.44446576443	-0.0779844634915175	0.368611950844801	-0.211562493600083	0.832448372710491	0.984221326688366	akt-1	V	10248907	10252895	1	Serine/threonine-protein_kinase_akt-1__[Source:UniProtKB/Swiss-Prot;Acc:Q17941]
WBGene00000103	1186.86104706096	-0.0113259550808164	0.267196924952645	-0.0423880442592057	0.966189359083311	0.995498336368413	akt-2	X	14147700	14152070	1	Serine/threonine-protein_kinase_akt-2__[Source:UniProtKB/Swiss-Prot;Acc:Q9XTG7]
WBGene00000105	565.838014606184	0.190582115877986	0.316586385183249	0.601990877679948	0.547180209672009	0.926379438525814	alg-1	X	13949114	13956261	1	Argonaute-like__[Source:UniProtKB/TrEMBL;Acc:Q3LTR7]
WBGene00000106	2010.69302842755	-0.360893057435096	0.256481860751108	-1.40708998436856	0.159400707638847	0.693332005160924	alg-2	II	873176	879001	1	
WBGene00000107	36079.8496545381	-0.0269396554664939	0.207931528485204	-0.129560224285134	0.896914374348276	0.987118437854334	alh-1	III	5077765	5080665	1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q8IG19]
WBGene00000108	61.2219381742593	1.31714782943299	0.52204098237611	2.52307361663042	0.0116334044308636	0.262634995204887	alh-2	V	1644169	1647728	1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q9TXM0]
WBGene00000109	3318.78191762086	-0.0831715643334367	0.261416606453074	-0.318157157121411	0.750365729163585	0.968870235954528	alh-3	IV	11022603	11025870	1	10-formyltetrahydrofolate_dehydrogenase__[Source:UniProtKB/TrEMBL;Acc:G5ECV9]
WBGene00000110	5621.35287161327	0.0679024733480031	0.26407445327763	0.257133821561357	0.797075469265237	0.976616908118516	alh-4	V	6427212	6429927	-1	Aldehyde_dehydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q8MXJ7]
WBGene00000111	733.660302928818	0.0808471746626256	0.24883930099692	0.324897129748916	0.74525892928104	0.968682302876473	alh-5	V	1996100	1999581	-1	Aldehyde_dehydrogenase__[Source:UniProtKB/TrEMBL;Acc:O44555]
WBGene00000112	8629.26123408264	0.544125641435265	0.440614372227481	1.23492485886126	0.216858470734024	0.762341254579605	alh-6	II	1306240	1310133	-1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q6A593]
WBGene00000113	5703.59330290475	0.696815292910778	0.424345326118274	1.64209489305548	0.100570339892212	0.603687922604807	alh-7	II	13485792	13491786	-1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:O02266]
WBGene00000114	47370.6910581252	0.483691812859539	0.259026172920269	1.86734725455108	0.0618531104341065	0.509882492806052	alh-8	II	11728949	11731226	1	Probable_methylmalonate-semialdehyde_dehydrogenase_[acylating],_mitochondrial__[Source:UniProtKB/Swiss-Prot;Acc:P52713]
WBGene00000115	5286.09749132103	-0.267863654721657	0.293265894656701	-0.91338154078646	0.361041910478099	0.854739670773439	alh-9	III	5856018	5859186	1	Putative_aldehyde_dehydrogenase_family_7_member_A1_homolog__[Source:UniProtKB/Swiss-Prot;Acc:P46562]
WBGene00000116	444.410779739398	-0.128940788640115	0.273926116709588	-0.470713746425339	0.637845166532867	0.94759223822811	alh-10	X	7140504	7143641	-1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q18822]
WBGene00000117	3137.96646452244	0.0583898679663531	0.303612724379911	0.192316932979692	0.847493955367112	0.984339058108126	alh-11	III	774321	778871	-1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q20352]
WBGene00000118	1039.43786619629	-0.446407504324443	0.283170616574677	-1.5764612505504	0.114919542188402	0.62719836461219	alh-12	III	7454012	7455980	1	ALdehyde_deHydrogenase__[Source:UniProtKB/TrEMBL;Acc:Q7Z1Q3]
WBGene00000120	920.321890259824	-0.285516219265116	0.387495181951588	-0.736825211160399	0.461228649565788	0.898705246919463	aly-1	IV	9108931	9109753	1	Ref/ALY_RNA_export_adaptor_family__[Source:UniProtKB/TrEMBL;Acc:Q17561]
WBGene00000121	4034.88225990182	-0.147830425514325	0.249799108217619	-0.591797250875448	0.553986364334554	0.926880852401488	aly-2	IV	9147468	9148579	1	Ref/ALY_RNA_export_adaptor_family__[Source:UniProtKB/TrEMBL;Acc:O62183]
WBGene00000122	5848.95899863048	-0.112090823538664	0.263961140698479	-0.424648958714361	0.671092597214541	0.956219590789803	aly-3	IV	12123155	12124807	1	Ref/ALY_RNA_export_adaptor_family__[Source:UniProtKB/TrEMBL;Acc:Q21559]
WBGene00000123	7465.13281043308	0.193662047600518	0.249496831340102	0.776210449488741	0.437624737234456	0.892077461265097	ama-1	IV	4248020	4258173	1	DNA-directed_RNA_polymerase_II_subunit_RPB1__[Source:UniProtKB/Swiss-Prot;Acc:P16356]
WBGene00000133	178.116529907113	0.615584701405623	0.345420394032841	1.78213189504698	0.0747277256547746	0.543795772110696	amt-1	X	4571448	4573914	1	Putative_ammonium_transporter_1__[Source:UniProtKB/Swiss-Prot;Acc:P54145]
WBGene00000134	21.3607743466385	0.463198755922559	0.492165738091825	0.941143846620502	0.346631148474725	0.851382054692623	amt-2	IV	13042391	13046858	1	Putative_ammonium_transporter_2__[Source:UniProtKB/Swiss-Prot;Acc:Q20605]
WBGene00000135	82.1602342942702	0.146078470838802	0.355797089178332	0.410566795743472	0.6813902153039	0.958253770386132	amt-3	II	8363196	8369159	-1	Putative_ammonium_transporter_3__[Source:UniProtKB/Swiss-Prot;Acc:Q21565]
WBGene00000136	1304.80614148301	-0.329169072942729	0.269852941901489	-1.21980909536607	0.222537252657842	0.770299441975565	amt-4	X	4565302	4569393	1	Ammonium_transporter__[Source:UniProtKB/TrEMBL;Acc:Q17663]
WBGene00000137	374.195336594122	-0.261734756370587	0.29820538257977	-0.877699638102854	0.380106740947106	0.864978557073821	amx-1	III	3822403	3826261	1	Amine_oxidase_family_member_1__[Source:UniProtKB/Swiss-Prot;Acc:Q21988]
